gesetzKuerzel;gesetzName;paragraf;absatz;titel;inhalt;mangelVorgefunden;rechtsgrundlage;handlungsaufforderung
ArbSchG;Arbeitsschutzgesetz;§ 18;1;Verordnungsermächtigungen;(1) Die Bundesregierung wird ermächtigt, durch Rechtsverordnung mit Zustimmung des Bundesrates vorzuschreiben, welche Maßnahmen der Arbeitgeber und die sonstigen verantwortlichen Personen zu treffen haben und wie sich die Beschäftigten zu verhalten haben, um ihre jeweiligen Pflichten, die sich aus diesem Gesetz ergeben, zu erfüllen. In diesen Rechtsverordnungen kann auch bestimmt werden, daß bestimmte Vorschriften des Gesetzes zum Schutz anderer als in § 2 Abs. 2 genannter Personen anzuwenden sind.;;;
ArbSchG;Arbeitsschutzgesetz;§ 18;2;Verordnungsermächtigungen;(2) Durch Rechtsverordnungen nach Absatz 1 kann insbesondere bestimmt werden, 1. daß und wie zur Abwehr bestimmter Gefahren Dauer oder Lage der Beschäftigung oder die Zahl der Beschäftigten begrenzt werden muß, 2. daß der Einsatz bestimmter Arbeitsmittel oder -verfahren mit besonderen Gefahren für die Beschäftigten verboten ist oder der zuständigen Behörde angezeigt oder von ihr erlaubt sein muß oder besonders gefährdete Personen dabei nicht beschäftigt werden dürfen, 3. daß bestimmte, besonders gefährliche Betriebsanlagen einschließlich der Arbeits- und Fertigungsverfahren vor Inbetriebnahme, in regelmäßigen Abständen oder auf behördliche Anordnung fachkundig geprüft werden müssen, 3a. dass für bestimmte Beschäftigte angemessene Unterkünfte bereitzustellen sind, wenn dies aus Gründen der Sicherheit, zum Schutz der Gesundheit oder aus Gründen der menschengerechten Gestaltung der Arbeit erforderlich ist und welche Anforderungen dabei zu erfüllen sind, 4. daß Beschäftigte, bevor sie eine bestimmte gefährdende Tätigkeit aufnehmen oder fortsetzen oder nachdem sie sie beendet haben, arbeitsmedizinisch zu untersuchen sind und welche besonderen Pflichten der Arzt dabei zu beachten hat, 5. dass Ausschüsse zu bilden sind, denen die Aufgabe übertragen wird, die Bundesregierung oder das zuständige Bundesministerium zur Anwendung der Rechtsverordnungen zu beraten, dem Stand der Technik, Arbeitsmedizin und Hygiene entsprechende Regeln und sonstige gesicherte arbeitswissenschaftliche Erkenntnisse zu ermitteln sowie Regeln zu ermitteln, wie die in den Rechtsverordnungen gestellten Anforderungen erfüllt werden können. Das Bundesministerium für Arbeit und Soziales kann die Regeln und Erkenntnisse amtlich bekannt machen.;;;
ArbSchG;Arbeitsschutzgesetz;§ 18;3;Verordnungsermächtigungen;(3) In epidemischen Lagen von nationaler Tragweite nach § 5 Absatz 1 des Infektionsschutzgesetzes kann das Bundesministerium für Arbeit und Soziales ohne Zustimmung des Bundesrates spezielle Rechtsverordnungen nach Absatz 1 für einen befristeten Zeitraum erlassen. Das Bundesministerium für Arbeit und Soziales kann ohne Zustimmung des Bundesrates durch Rechtsverordnung für einen befristeten Zeitraum, der spätestens mit Ablauf des 7. April 2023 endet, 1. bestimmen, dass spezielle Rechtsverordnungen nach Satz 1 nach Aufhebung der Feststellung der epidemischen Lage von nationaler Tragweite nach § 5 Absatz 1 des Infektionsschutzgesetzes fortgelten, und diese ändern sowie 2. spezielle Rechtsverordnungen nach Absatz 1 erlassen.;;;
ArbSchG;Arbeitsschutzgesetz;§ 19;;Rechtsakte der Europäischen Gemeinschaften und zwischenstaatliche Vereinbarungen;Rechtsverordnungen nach § 18 können auch erlassen werden, soweit dies zur Durchführung von Rechtsakten des Rates oder der Kommission der Europäischen Gemeinschaften oder von Beschlüssen internationaler Organisationen oder von zwischenstaatlichen Vereinbarungen, die Sachbereiche dieses Gesetzes betreffen, erforderlich ist, insbesondere um Arbeitsschutzpflichten für andere als in § 2 Abs. 3 genannte Personen zu regeln.;;;
ArbSchG;Arbeitsschutzgesetz;§ 20;1;Regelungen für den öffentlichen Dienst;(1) Für die Beamten der Länder, Gemeinden und sonstigen Körperschaften, Anstalten und Stiftungen des öffentlichen Rechts regelt das Landesrecht, ob und inwieweit die nach § 18 erlassenen Rechtsverordnungen gelten.;;;
ArbSchG;Arbeitsschutzgesetz;§ 20;2;Regelungen für den öffentlichen Dienst;(2) Für bestimmte Tätigkeiten im öffentlichen Dienst des Bundes, insbesondere bei der Bundeswehr, der Polizei, den Zivil- und Katastrophenschutzdiensten, dem Zoll oder den Nachrichtendiensten, können das Bundeskanzleramt, das Bundesministerium des Innern, für Bau und Heimat, das Bundesministerium für Verkehr und digitale Infrastruktur, das Bundesministerium der Verteidigung oder das Bundesministerium der Finanzen, soweit sie hierfür jeweils zuständig sind, durch Rechtsverordnung ohne Zustimmung des Bundesrates bestimmen, daß Vorschriften dieses Gesetzes ganz oder zum Teil nicht anzuwenden sind, soweit öffentliche Belange dies zwingend erfordern, insbesondere zur Aufrechterhaltung oder Wiederherstellung der öffentlichen Sicherheit. Rechtsverordnungen nach Satz 1 werden im Einvernehmen mit dem Bundesministerium für Arbeit und Soziales und, soweit nicht das Bundesministerium des Innern, für Bau und Heimat selbst ermächtigt ist, im Einvernehmen mit diesem Ministerium erlassen. In den Rechtsverordnungen ist gleichzeitig festzulegen, wie die Sicherheit und der Gesundheitsschutz bei der Arbeit unter Berücksichtigung der Ziele dieses Gesetzes auf andere Weise gewährleistet werden. Für Tätigkeiten im öffentlichen Dienst der Länder, Gemeinden und sonstigen landesunmittelbaren Körperschaften, Anstalten und Stiftungen des öffentlichen Rechts können den Sätzen 1 und 3 entsprechende Regelungen durch Landesrecht getroffen werden.;;;
ArbSchG;Arbeitsschutzgesetz;§ 20a;1;Gemeinsame deutsche Arbeitsschutzstrategie;(1) Nach den Bestimmungen dieses Abschnitts entwickeln Bund, Länder und Unfallversicherungsträger im Interesse eines wirksamen Arbeitsschutzes eine gemeinsame deutsche Arbeitsschutzstrategie und gewährleisten ihre Umsetzung und Fortschreibung. Mit der Wahrnehmung der ihnen gesetzlich zugewiesenen Aufgaben zur Verhütung von Arbeitsunfällen, Berufskrankheiten und arbeitsbedingten Gesundheitsgefahren sowie zur menschengerechten Gestaltung der Arbeit tragen Bund, Länder und Unfallversicherungsträger dazu bei, die Ziele der gemeinsamen deutschen Arbeitsschutzstrategie zu erreichen.;;;
ArbSchG;Arbeitsschutzgesetz;§ 20a;2;Gemeinsame deutsche Arbeitsschutzstrategie;(2) Die gemeinsame deutsche Arbeitsschutzstrategie umfasst 1. die Entwicklung gemeinsamer Arbeitsschutzziele, 2. die Festlegung vorrangiger Handlungsfelder und von Eckpunkten für Arbeitsprogramme sowie deren Ausführung nach einheitlichen Grundsätzen, 3. die Evaluierung der Arbeitsschutzziele, Handlungsfelder und Arbeitsprogramme mit geeigneten Kennziffern, 4. die Festlegung eines abgestimmten Vorgehens der für den Arbeitsschutz zuständigen Landesbehörden und der Unfallversicherungsträger bei der Beratung und Überwachung der Betriebe, 5. die Herstellung eines verständlichen, überschaubaren und abgestimmten Vorschriften- und Regelwerks.;;;
ArbSchG;Arbeitsschutzgesetz;§ 20b;1;Nationale Arbeitsschutzkonferenz;"(1) Die Aufgabe der Entwicklung, Steuerung und Fortschreibung der gemeinsamen deutschen Arbeitsschutzstrategie nach § 20a Abs. 1 Satz 1 wird von der Nationalen Arbeitsschutzkonferenz wahrgenommen. Sie setzt sich aus jeweils drei stimmberechtigten Vertretern von Bund, Ländern und den Unfallversicherungsträgern zusammen und bestimmt für jede Gruppe drei Stellvertreter. Außerdem entsenden die Spitzenorganisationen der Arbeitgeber und Arbeitnehmer für die Behandlung von Angelegenheiten nach § 20a Abs. 2 Nr. 1 bis 3 und 5 jeweils bis zu drei Vertreter in die Nationale Arbeitsschutzkonferenz; sie nehmen mit beratender Stimme an den Sitzungen teil. Die Nationale Arbeitsschutzkonferenz gibt sich eine Geschäftsordnung; darin werden insbesondere die Arbeitsweise und das Beschlussverfahren festgelegt. Die Geschäftsordnung muss einstimmig angenommen werden.";;;
ArbSchG;Arbeitsschutzgesetz;§ 20b;2;Nationale Arbeitsschutzkonferenz;(2) Alle Einrichtungen, die mit Sicherheit und Gesundheit bei der Arbeit befasst sind, können der Nationalen Arbeitsschutzkonferenz Vorschläge für Arbeitsschutzziele, Handlungsfelder und Arbeitsprogramme unterbreiten.;;;
ArbSchG;Arbeitsschutzgesetz;§ 20b;3;Nationale Arbeitsschutzkonferenz;(3) Die Nationale Arbeitsschutzkonferenz wird durch ein Arbeitsschutzforum unterstützt, das in der Regel einmal jährlich stattfindet. Am Arbeitsschutzforum sollen sachverständige Vertreter der Spitzenorganisationen der Arbeitgeber und Arbeitnehmer, der Berufs- und Wirtschaftsverbände, der Wissenschaft, der Kranken- und Rentenversicherungsträger, von Einrichtungen im Bereich Sicherheit und Gesundheit bei der Arbeit sowie von Einrichtungen, die der Förderung der Beschäftigungsfähigkeit dienen, teilnehmen. Das Arbeitsschutzforum hat die Aufgabe, eine frühzeitige und aktive Teilhabe der sachverständigen Fachöffentlichkeit an der Entwicklung und Fortschreibung der gemeinsamen deutschen Arbeitsschutzstrategie sicherzustellen und die Nationale Arbeitsschutzkonferenz entsprechend zu beraten.;;;
ArbSchG;Arbeitsschutzgesetz;§ 20b;4;Nationale Arbeitsschutzkonferenz;(4) Einzelheiten zum Verfahren der Einreichung von Vorschlägen nach Absatz 2 und zur Durchführung des Arbeitsschutzforums nach Absatz 3 werden in der Geschäftsordnung der Nationalen Arbeitsschutzkonferenz geregelt.;;;
ArbSchG;Arbeitsschutzgesetz;§ 20b;5;Nationale Arbeitsschutzkonferenz;(5) Die Geschäfte der Nationalen Arbeitsschutzkonferenz und des Arbeitsschutzforums führt die Bundesanstalt für Arbeitsschutz und Arbeitsmedizin. Einzelheiten zu Arbeitsweise und Verfahren werden in der Geschäftsordnung der Nationalen Arbeitsschutzkonferenz festgelegt.;;;
ArbSchG;Arbeitsschutzgesetz;§ 21;1;Zuständige Behörden, Zusammenwirken mit den Trägern der gesetzlichen Unfallversicherung;(1) Die Überwachung des Arbeitsschutzes nach diesem Gesetz ist staatliche Aufgabe. Die zuständigen Behörden haben die Einhaltung dieses Gesetzes und der auf Grund dieses Gesetzes erlassenen Rechtsverordnungen zu überwachen und die Arbeitgeber bei der Erfüllung ihrer Pflichten zu beraten. Bei der Überwachung haben die zuständigen Behörden bei der Auswahl von Betrieben Art und Umfang des betrieblichen Gefährdungspotenzials zu berücksichtigen. (1a) Die zuständigen Landesbehörden haben bei der Überwachung nach Absatz 1 sicherzustellen, dass im Laufe eines Kalenderjahres eine Mindestanzahl an Betrieben besichtigt wird. Beginnend mit dem Kalenderjahr 2026 sind im Laufe eines Kalenderjahres mindestens 5 Prozent der im Land vorhandenen Betriebe zu besichtigen (Mindestbesichtigungsquote). Von der Mindestbesichtigungsquote kann durch Landesrecht nicht abgewichen werden. Erreicht eine Landesbehörde die Mindestbesichtigungsquote nicht, so hat sie die Zahl der besichtigten Betriebe bis zum Kalenderjahr 2026 schrittweise mindestens so weit zu erhöhen, dass sie die Mindestbesichtigungsquote erreicht. Maßgeblich für die Anzahl der im Land vorhandenen Betriebe ist die amtliche Statistik der Bundesagentur für Arbeit des Vorjahres.;;;
ArbSchG;Arbeitsschutzgesetz;§ 21;2;Zuständige Behörden, Zusammenwirken mit den Trägern der gesetzlichen Unfallversicherung;(2) Die Aufgaben und Befugnisse der Träger der gesetzlichen Unfallversicherung richten sich, soweit nichts anderes bestimmt ist, nach den Vorschriften des Sozialgesetzbuchs. Soweit die Träger der gesetzlichen Unfallversicherung nach dem Sozialgesetzbuch im Rahmen ihres Präventionsauftrags auch Aufgaben zur Gewährleistung von Sicherheit und Gesundheitsschutz der Beschäftigten wahrnehmen, werden sie ausschließlich im Rahmen ihrer autonomen Befugnisse tätig.;;;
ArbSchG;Arbeitsschutzgesetz;§ 21;3;Zuständige Behörden, Zusammenwirken mit den Trägern der gesetzlichen Unfallversicherung;"(3) Die zuständigen Landesbehörden und die Unfallversicherungsträger wirken auf der Grundlage einer gemeinsamen Beratungs- und Überwachungsstrategie nach § 20a Abs. 2 Nr. 4 eng zusammen und stellen den Erfahrungsaustausch sicher. Diese Strategie umfasst die Abstimmung allgemeiner Grundsätze zur methodischen Vorgehensweise bei 1. der Beratung und Überwachung der Betriebe, 2. der Festlegung inhaltlicher Beratungs- und Überwachungsschwerpunkte, aufeinander abgestimmter oder gemeinsamer Schwerpunktaktionen und Arbeitsprogramme und 3. der Förderung eines Daten- und sonstigen Informationsaustausches, insbesondere über Betriebsbesichtigungen und deren wesentliche Ergebnisse. Die zuständigen Landesbehörden vereinbaren mit den Unfallversicherungsträgern nach § 20 Abs. 2 Satz 3 des Siebten Buches Sozialgesetzbuch die Maßnahmen, die zur Umsetzung der gemeinsamen Arbeitsprogramme nach § 20a Abs. 2 Nr. 2 und der gemeinsamen Beratungs- und Überwachungsstrategie notwendig sind; sie evaluieren deren Zielerreichung mit den von der Nationalen Arbeitsschutzkonferenz nach § 20a Abs. 2 Nr. 3 bestimmten Kennziffern. (3a) Zu nach dem 1. Januar 2023 durchgeführten Betriebsbesichtigungen und deren Ergebnissen übermitteln die für den Arbeitsschutz zuständigen Landesbehörden an den für die besichtigte Betriebsstätte zuständigen Unfallversicherungsträger im Wege elektronischer Datenübertragung folgende Informationen: 1. Name und Anschrift des Betriebs, 2. Anschrift der besichtigten Betriebsstätte, soweit nicht mit Nummer 1 identisch, 3. Kennnummer zur Identifizierung, 4. Wirtschaftszweig des Betriebs, 5. Datum der Besichtigung, 6. Anzahl der Beschäftigten zum Zeitpunkt der Besichtigung, 7. Vorhandensein einer betrieblichen Interessenvertretung, 8. Art der sicherheitstechnischen Betreuung, 9. Art der betriebsärztlichen Betreuung, 10. Bewertung der Arbeitsschutzorganisation einschließlich a) der Unterweisung, b) der arbeitsmedizinischen Vorsorge und c) der Ersten Hilfe und sonstiger Notfallmaßnahmen, 11. Bewertung der Gefährdungsbeurteilung einschließlich a) der Ermittlung von Gefährdungen und Festlegung von Maßnahmen, b) der Prüfung der Umsetzung der Maßnahmen und ihrer Wirksamkeit und c) der Dokumentation der Gefährdungen und Maßnahmen, 12. Verwaltungshandeln in Form von Feststellungen, Anordnungen oder Bußgeldern. Die übertragenen Daten dürfen von den Unfallversicherungsträgern nur zur Erfüllung der in ihrer Zuständigkeit nach § 17 Absatz 1 des Siebten Buches Sozialgesetzbuch liegenden Aufgaben verarbeitet werden.";;;
ArbSchG;Arbeitsschutzgesetz;§ 21;4;Zuständige Behörden, Zusammenwirken mit den Trägern der gesetzlichen Unfallversicherung;(4) Die für den Arbeitsschutz zuständige oberste Landesbehörde kann mit Trägern der gesetzlichen Unfallversicherung vereinbaren, daß diese in näher zu bestimmenden Tätigkeitsbereichen die Einhaltung dieses Gesetzes, bestimmter Vorschriften dieses Gesetzes oder der auf Grund dieses Gesetzes erlassenen Rechtsverordnungen überwachen. In der Vereinbarung sind Art und Umfang der Überwachung sowie die Zusammenarbeit mit den staatlichen Arbeitsschutzbehörden festzulegen.;;;
ArbSchG;Arbeitsschutzgesetz;§ 21;5;Zuständige Behörden, Zusammenwirken mit den Trägern der gesetzlichen Unfallversicherung;"(5) Soweit nachfolgend nichts anderes bestimmt ist, ist zuständige Behörde für die Durchführung dieses Gesetzes und der auf dieses Gesetz gestützten Rechtsverordnungen in den Betrieben und Verwaltungen des Bundes die Zentralstelle für Arbeitsschutz beim Bundesministerium des Innern, für Bau und Heimat. Im Auftrag der Zentralstelle handelt, soweit nichts anderes bestimmt ist, die Unfallversicherung Bund und Bahn, die insoweit der Aufsicht des Bundesministeriums des Innern, für Bau und Heimat unterliegt; Aufwendungen werden nicht erstattet. Im öffentlichen Dienst im Geschäftsbereich des Bundesministeriums für Verkehr und digitale Infrastruktur führt die Unfallversicherung Bund und Bahn, soweit die Eisenbahn-Unfallkasse bis zum 31. Dezember 2014 Träger der Unfallversicherung war, dieses Gesetz durch. Für Betriebe und Verwaltungen in den Geschäftsbereichen des Bundesministeriums der Verteidigung und des Auswärtigen Amtes hinsichtlich seiner Auslandsvertretungen führt das jeweilige Bundesministerium, soweit es jeweils zuständig ist, oder die von ihm jeweils bestimmte Stelle dieses Gesetz durch. Im Geschäftsbereich des Bundesministeriums der Finanzen führt die Berufsgenossenschaft Verkehrswirtschaft Post-Logistik Telekommunikation dieses Gesetz durch, soweit der Geschäftsbereich des ehemaligen Bundesministeriums für Post und Telekommunikation betroffen ist. Die Sätze 1 bis 4 gelten auch für Betriebe und Verwaltungen, die zur Bundesverwaltung gehören, für die aber eine Berufsgenossenschaft Träger der Unfallversicherung ist. Die zuständigen Bundesministerien können mit den Berufsgenossenschaften für diese Betriebe und Verwaltungen vereinbaren, daß das Gesetz von den Berufsgenossenschaften durchgeführt wird; Aufwendungen werden nicht erstattet.";;;
ArbSchG;Arbeitsschutzgesetz;§ 22;1;Befugnisse der zuständigen Behörden;(1) Die zuständige Behörde kann vom Arbeitgeber oder von den verantwortlichen Personen die zur Durchführung ihrer Überwachungsaufgabe erforderlichen Auskünfte und die Überlassung von entsprechenden Unterlagen verlangen. Werden Beschäftigte mehrerer Arbeitgeber an einem Arbeitsplatz tätig, kann die zuständige Behörde von den Arbeitgebern oder von den verantwortlichen Personen verlangen, dass das Ergebnis der Abstimmung über die zu treffenden Maßnahmen nach § 8 Absatz 1 schriftlich vorgelegt wird. Die auskunftspflichtige Person kann die Auskunft auf solche Fragen oder die Vorlage derjenigen Unterlagen verweigern, deren Beantwortung oder Vorlage sie selbst oder einen ihrer in § 383 Abs. 1 Nr. 1 bis 3 der Zivilprozeßordnung bezeichneten Angehörigen der Gefahr der Verfolgung wegen einer Straftat oder Ordnungswidrigkeit aussetzen würde. Die auskunftspflichtige Person ist darauf hinzuweisen.;;;
